freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.254e+01,4.387e+02,1.623e+01,4.875e+02
1.5,3.778e+01,2.733e+02,7.093e+01,3.820e+02
3.0,2.697e+01,3.941e+01,8.374e+01,1.501e+02
4.6,2.642e+01,3.155e+02,7.479e+01,4.167e+02
6.1,2.814e+01,1.210e+03,7.183e+01,1.310e+03
7.6,2.759e+01,2.017e+03,9.051e+01,2.135e+03
9.1,2.598e+01,2.939e+03,3.268e+02,3.292e+03
10.6,2.516e+01,4.257e+03,9.085e+02,5.191e+03
12.2,2.619e+01,6.047e+03,5.948e+02,6.668e+03
13.7,2.879e+01,9.155e+03,3.064e+02,9.490e+03
15.2,3.359e+01,1.298e+04,2.553e+02,1.327e+04
16.7,3.181e+01,1.338e+04,2.298e+02,1.364e+04
18.2,2.974e+01,1.503e+04,2.981e+02,1.536e+04
19.8,3.059e+01,1.877e+04,5.086e+02,1.931e+04
21.3,3.437e+01,2.191e+04,5.298e+02,2.248e+04
22.8,3.247e+01,2.667e+04,2.800e+02,2.698e+04
24.3,3.727e+01,3.364e+04,1.752e+02,3.386e+04
25.8,4.938e+01,4.126e+04,1.241e+02,4.143e+04
27.4,7.853e+01,5.072e+04,1.112e+02,5.091e+04
28.9,1.504e+02,6.164e+04,1.604e+02,6.195e+04
30.4,2.215e+02,7.488e+04,2.060e+02,7.531e+04
31.9,2.795e+02,9.427e+04,1.565e+02,9.471e+04
33.4,4.254e+02,1.214e+05,1.083e+02,1.219e+05
35.0,6.718e+02,1.522e+05,1.008e+02,1.530e+05
36.5,7.519e+02,1.891e+05,1.233e+02,1.900e+05
38.0,6.018e+02,2.657e+05,1.524e+02,2.665e+05
39.5,3.701e+02,4.179e+05,2.008e+02,4.184e+05
41.0,8.468e+02,7.851e+05,3.339e+02,7.862e+05
42.6,7.501e+03,1.239e+06,6.513e+02,1.248e+06
44.1,2.278e+04,1.229e+06,1.233e+03,1.253e+06
45.6,3.466e+04,9.110e+05,2.095e+03,9.477e+05
47.1,3.690e+04,6.088e+05,2.565e+03,6.483e+05
48.6,2.999e+04,4.246e+05,2.386e+03,4.569e+05
50.2,2.218e+04,3.129e+05,1.832e+03,3.369e+05
51.7,1.814e+04,2.442e+05,1.339e+03,2.637e+05
53.2,2.080e+04,1.842e+05,1.183e+03,2.062e+05
54.7,2.865e+04,1.330e+05,4.974e+02,1.622e+05
56.2,3.391e+04,9.547e+04,2.282e+02,1.296e+05
57.8,2.809e+04,6.646e+04,2.388e+02,9.479e+04
59.3,2.370e+04,4.643e+04,2.075e+02,7.035e+04
