freq,psd_x,psd_y,psd_z,psd_xyz
60.8,2.958e+04,3.030e+04,1.731e+02,6.005e+04
62.3,4.413e+04,2.108e+04,2.474e+02,6.545e+04
63.8,5.830e+04,2.176e+04,4.177e+02,8.048e+04
65.4,7.318e+04,3.125e+04,6.103e+02,1.050e+05
66.9,8.638e+04,4.690e+04,7.323e+02,1.340e+05
68.4,9.481e+04,6.718e+04,6.721e+02,1.627e+05
69.9,1.081e+05,1.015e+05,6.520e+02,2.102e+05
71.4,1.144e+05,1.305e+05,6.435e+02,2.456e+05
73.0,1.038e+05,1.331e+05,6.452e+02,2.375e+05
74.5,9.058e+04,1.309e+05,8.660e+02,2.223e+05
76.0,8.262e+04,1.350e+05,1.094e+03,2.187e+05
77.5,7.284e+04,1.304e+05,1.317e+03,2.045e+05
79.0,5.929e+04,1.139e+05,1.578e+03,1.747e+05
80.6,4.598e+04,9.363e+04,1.667e+03,1.413e+05
82.1,3.549e+04,7.455e+04,1.626e+03,1.117e+05
83.6,3.102e+04,6.209e+04,1.837e+03,9.494e+04
85.1,3.231e+04,5.663e+04,2.268e+03,9.121e+04
86.6,3.118e+04,5.076e+04,2.589e+03,8.452e+04
88.2,2.961e+04,4.543e+04,2.247e+03,7.728e+04
89.7,2.766e+04,4.102e+04,1.971e+03,7.065e+04
91.2,2.486e+04,3.625e+04,1.904e+03,6.302e+04
92.7,2.247e+04,3.042e+04,1.652e+03,5.454e+04
94.2,2.013e+04,2.500e+04,1.702e+03,4.683e+04
95.8,1.749e+04,2.294e+04,2.285e+03,4.272e+04
97.3,1.409e+04,2.574e+04,2.503e+03,4.233e+04
98.8,1.097e+04,2.972e+04,2.272e+03,4.297e+04
100.3,9.054e+03,3.012e+04,2.524e+03,4.170e+04
101.8,7.368e+03,3.584e+04,2.491e+03,4.570e+04
103.4,5.400e+03,5.352e+04,3.788e+03,6.271e+04
104.9,3.339e+03,5.854e+04,3.851e+03,6.573e+04
106.4,1.971e+03,7.594e+04,3.228e+03,8.114e+04
107.9,1.238e+03,9.457e+04,3.175e+03,9.898e+04
109.4,9.319e+02,9.065e+04,2.920e+03,9.450e+04
111.0,8.295e+02,8.248e+04,2.672e+03,8.598e+04
112.5,7.973e+02,7.556e+04,2.442e+03,7.880e+04
114.0,7.015e+02,6.944e+04,2.115e+03,7.225e+04
115.5,6.157e+02,6.627e+04,1.765e+03,6.865e+04
117.0,6.539e+02,6.576e+04,1.353e+03,6.777e+04
118.6,9.978e+02,6.330e+04,8.829e+02,6.518e+04
120.1,2.050e+03,5.810e+04,5.059e+02,6.066e+04
121.6,3.938e+03,5.340e+04,5.300e+02,5.787e+04
123.1,6.156e+03,5.133e+04,9.308e+02,5.841e+04
124.6,7.193e+03,5.049e+04,1.442e+03,5.912e+04
126.2,6.570e+03,4.838e+04,1.539e+03,5.649e+04
127.7,5.498e+03,4.617e+04,1.360e+03,5.303e+04
129.2,4.471e+03,4.507e+04,1.364e+03,5.090e+04
130.7,3.723e+03,4.469e+04,1.330e+03,4.974e+04
132.2,2.761e+03,3.808e+04,1.427e+03,4.227e+04
133.8,9.437e+02,1.209e+04,1.221e+03,1.425e+04
135.3,3.427e+02,1.954e+03,1.025e+03,3.321e+03
136.8,3.087e+02,1.680e+03,9.587e+02,2.947e+03
138.3,3.124e+02,1.928e+03,9.884e+02,3.228e+03
139.8,2.679e+02,2.202e+03,9.655e+02,3.435e+03
141.4,2.418e+02,2.382e+03,8.854e+02,3.509e+03
142.9,2.125e+02,2.400e+03,9.752e+02,3.588e+03
144.4,2.652e+02,2.268e+03,1.413e+03,3.946e+03
145.9,3.600e+02,2.071e+03,1.789e+03,4.220e+03
147.4,5.524e+02,2.175e+03,2.375e+03,5.102e+03
149.0,5.934e+02,2.638e+03,2.603e+03,5.834e+03
150.5,6.181e+02,3.019e+03,2.533e+03,6.170e+03
152.0,5.987e+02,2.400e+03,2.341e+03,5.340e+03
153.5,5.460e+02,2.417e+03,2.046e+03,5.009e+03
155.0,5.664e+02,2.704e+03,2.067e+03,5.337e+03
156.6,5.647e+02,2.555e+03,1.912e+03,5.032e+03
158.1,5.500e+02,2.311e+03,1.637e+03,4.499e+03
159.6,4.697e+02,2.276e+03,1.370e+03,4.115e+03
161.1,4.915e+02,2.268e+03,1.236e+03,3.996e+03
162.6,6.018e+02,2.282e+03,1.213e+03,4.097e+03
164.2,5.865e+02,2.212e+03,1.055e+03,3.853e+03
165.7,4.815e+02,2.163e+03,8.701e+02,3.514e+03
167.2,3.986e+02,2.136e+03,8.298e+02,3.365e+03
168.7,4.252e+02,2.129e+03,9.443e+02,3.499e+03
170.2,5.999e+02,2.292e+03,1.442e+03,4.335e+03
171.8,6.016e+02,2.853e+03,1.848e+03,5.303e+03
173.3,8.101e+02,3.402e+03,2.488e+03,6.700e+03
174.8,8.284e+02,3.469e+03,2.684e+03,6.981e+03
176.3,6.340e+02,3.397e+03,2.340e+03,6.372e+03
177.8,6.153e+02,3.364e+03,2.146e+03,6.125e+03
179.4,6.566e+02,3.218e+03,2.049e+03,5.923e+03
180.9,5.463e+02,2.927e+03,1.938e+03,5.412e+03
182.4,5.393e+02,2.652e+03,1.806e+03,4.997e+03
183.9,5.506e+02,2.369e+03,1.746e+03,4.666e+03
185.4,5.769e+02,2.126e+03,1.782e+03,4.484e+03
187.0,6.320e+02,2.006e+03,1.864e+03,4.502e+03
188.5,7.399e+02,1.861e+03,1.972e+03,4.574e+03
190.0,7.889e+02,1.664e+03,2.000e+03,4.453e+03
191.5,7.711e+02,1.375e+03,2.035e+03,4.181e+03
193.0,6.699e+02,1.214e+03,1.697e+03,3.582e+03
194.6,8.221e+02,1.238e+03,2.075e+03,4.136e+03
196.1,7.758e+02,1.336e+03,1.996e+03,4.108e+03
197.6,7.741e+02,1.387e+03,2.085e+03,4.246e+03
199.1,7.609e+02,1.248e+03,2.259e+03,4.269e+03
