freq,psd_x,psd_y,psd_z,psd_xyz
63.8,6.114e+04,1.016e+04,4.192e+02,7.172e+04
65.3,7.075e+04,1.672e+04,6.525e+02,8.812e+04
66.9,7.347e+04,2.259e+04,9.664e+02,9.703e+04
68.4,7.378e+04,2.879e+04,1.348e+03,1.039e+05
69.9,8.401e+04,4.447e+04,1.846e+03,1.303e+05
71.4,1.008e+05,7.188e+04,1.947e+03,1.747e+05
72.9,1.048e+05,9.038e+04,1.313e+03,1.965e+05
74.5,9.216e+04,8.908e+04,8.959e+02,1.821e+05
76.0,8.141e+04,8.843e+04,7.939e+02,1.706e+05
77.5,7.135e+04,8.542e+04,8.243e+02,1.576e+05
79.0,5.945e+04,7.567e+04,9.231e+02,1.360e+05
80.5,4.777e+04,6.358e+04,1.111e+03,1.125e+05
82.1,3.709e+04,5.064e+04,1.219e+03,8.895e+04
83.6,2.954e+04,4.089e+04,1.254e+03,7.169e+04
85.1,2.403e+04,3.376e+04,1.604e+03,5.940e+04
86.6,2.052e+04,2.864e+04,1.882e+03,5.105e+04
88.1,1.852e+04,2.492e+04,1.570e+03,4.502e+04
89.7,1.672e+04,2.054e+04,1.380e+03,3.864e+04
91.2,1.414e+04,1.396e+04,1.882e+03,2.998e+04
92.7,1.184e+04,1.248e+04,2.148e+03,2.647e+04
94.2,8.863e+03,1.645e+04,1.865e+03,2.718e+04
95.7,7.052e+03,1.970e+04,1.794e+03,2.855e+04
97.3,5.017e+03,2.403e+04,2.120e+03,3.117e+04
98.8,8.938e+03,3.274e+04,5.434e+03,4.712e+04
100.3,1.648e+04,3.982e+04,9.798e+03,6.609e+04
101.8,3.802e+03,3.821e+04,4.494e+03,4.651e+04
103.3,1.498e+03,3.928e+04,4.211e+03,4.499e+04
104.9,1.160e+03,3.650e+04,4.351e+03,4.201e+04
106.4,1.310e+03,3.570e+04,4.171e+03,4.118e+04
107.9,1.855e+03,4.790e+04,3.577e+03,5.333e+04
109.4,2.137e+03,5.791e+04,2.751e+03,6.280e+04
110.9,2.283e+03,6.055e+04,2.549e+03,6.538e+04
112.5,2.489e+03,5.818e+04,2.271e+03,6.294e+04
114.0,2.460e+03,5.348e+04,1.466e+03,5.740e+04
115.5,1.985e+03,4.762e+04,8.164e+02,5.042e+04
117.0,1.279e+03,4.068e+04,4.688e+02,4.243e+04
118.5,1.554e+03,3.566e+04,2.844e+02,3.750e+04
120.1,3.337e+03,3.488e+04,2.156e+02,3.844e+04
121.6,5.204e+03,3.744e+04,2.034e+02,4.285e+04
123.1,5.556e+03,3.983e+04,2.204e+02,4.561e+04
124.6,5.086e+03,4.091e+04,2.589e+02,4.625e+04
126.1,4.538e+03,4.151e+04,3.141e+02,4.637e+04
127.6,3.924e+03,4.264e+04,3.972e+02,4.696e+04
129.2,3.396e+03,4.435e+04,4.999e+02,4.825e+04
130.7,3.095e+03,4.621e+04,6.230e+02,4.992e+04
132.2,2.259e+03,3.659e+04,6.528e+02,3.950e+04
133.7,6.036e+02,9.543e+03,4.734e+02,1.062e+04
135.2,2.099e+02,3.899e+03,4.313e+02,4.540e+03
136.8,1.978e+02,4.918e+03,5.563e+02,5.672e+03
138.3,4.421e+02,5.720e+03,7.791e+02,6.942e+03
139.8,9.676e+03,1.067e+04,3.697e+03,2.404e+04
141.3,1.267e+04,1.299e+04,4.675e+03,3.034e+04
142.8,9.553e+02,8.653e+03,1.509e+03,1.112e+04
144.4,2.056e+02,8.472e+03,1.363e+03,1.004e+04
145.9,1.846e+02,8.341e+03,1.276e+03,9.802e+03
147.4,1.555e+02,8.168e+03,1.292e+03,9.616e+03
148.9,1.497e+02,7.257e+03,1.129e+03,8.535e+03
150.4,1.634e+02,7.079e+03,9.742e+02,8.216e+03
152.0,1.718e+02,8.545e+03,1.090e+03,9.807e+03
153.5,2.717e+02,1.001e+04,1.346e+03,1.163e+04
155.0,4.347e+02,1.111e+04,1.498e+03,1.304e+04
156.5,5.407e+02,1.082e+04,1.566e+03,1.293e+04
158.0,5.328e+02,9.622e+03,1.501e+03,1.165e+04
159.6,4.378e+02,8.778e+03,1.342e+03,1.056e+04
161.1,3.860e+02,8.511e+03,1.315e+03,1.021e+04
162.6,3.718e+02,8.420e+03,1.840e+03,1.063e+04
164.1,5.141e+02,7.771e+03,2.905e+03,1.119e+04
165.6,7.250e+02,6.286e+03,3.773e+03,1.078e+04
167.2,9.352e+02,4.931e+03,4.500e+03,1.037e+04
168.7,9.107e+02,3.767e+03,4.114e+03,8.791e+03
170.2,5.794e+02,2.829e+03,2.791e+03,6.199e+03
171.7,3.464e+02,2.655e+03,1.710e+03,4.712e+03
173.2,2.585e+02,2.631e+03,1.078e+03,3.968e+03
174.8,2.604e+02,2.413e+03,7.728e+02,3.446e+03
176.3,3.008e+02,2.530e+03,8.467e+02,3.677e+03
177.8,3.307e+02,2.843e+03,9.660e+02,4.139e+03
179.3,3.324e+02,2.962e+03,8.526e+02,4.147e+03
180.8,2.910e+02,2.815e+03,6.624e+02,3.769e+03
182.4,2.504e+02,2.762e+03,5.147e+02,3.527e+03
183.9,2.183e+02,2.547e+03,4.190e+02,3.184e+03
185.4,2.292e+02,2.320e+03,4.679e+02,3.017e+03
186.9,2.512e+02,2.207e+03,6.202e+02,3.078e+03
188.4,2.686e+02,1.960e+03,7.270e+02,2.955e+03
190.0,2.398e+02,1.718e+03,7.130e+02,2.671e+03
191.5,2.936e+02,1.578e+03,1.089e+03,2.961e+03
193.0,4.500e+02,1.370e+03,1.705e+03,3.524e+03
194.5,5.109e+02,1.201e+03,1.834e+03,3.546e+03
196.0,5.322e+02,1.056e+03,2.028e+03,3.616e+03
197.6,5.683e+02,9.343e+02,2.268e+03,3.771e+03
199.1,9.244e+02,1.478e+03,3.184e+03,5.586e+03
