freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.409e+01,7.943e+01,1.738e+01,1.309e+02
1.5,4.044e+01,6.662e+01,8.039e+01,1.875e+02
3.0,2.683e+01,3.516e+01,9.514e+01,1.571e+02
4.6,2.706e+01,2.877e+02,8.795e+01,4.027e+02
6.1,2.952e+01,1.064e+03,8.769e+01,1.181e+03
7.6,2.899e+01,1.712e+03,8.913e+01,1.830e+03
9.1,3.203e+01,2.328e+03,8.929e+01,2.449e+03
10.6,4.492e+01,3.043e+03,8.635e+01,3.175e+03
12.2,9.742e+01,3.923e+03,9.894e+01,4.119e+03
13.7,4.709e+01,5.050e+03,9.598e+01,5.193e+03
15.2,2.970e+01,6.942e+03,1.082e+02,7.080e+03
16.7,2.895e+01,8.328e+03,9.849e+01,8.455e+03
18.2,3.037e+01,7.650e+03,1.115e+02,7.791e+03
19.8,3.335e+01,7.264e+03,1.388e+02,7.436e+03
21.3,3.672e+01,7.243e+03,1.794e+02,7.459e+03
22.8,3.965e+01,7.753e+03,1.919e+02,7.985e+03
24.3,4.710e+01,9.043e+03,1.778e+02,9.267e+03
25.8,6.703e+01,9.702e+03,1.891e+02,9.958e+03
27.4,8.975e+01,9.659e+03,2.183e+02,9.967e+03
28.9,1.053e+02,9.620e+03,2.601e+02,9.986e+03
30.4,1.339e+02,9.630e+03,3.558e+02,1.012e+04
31.9,1.631e+02,1.035e+04,4.081e+02,1.092e+04
33.4,1.624e+02,1.124e+04,4.354e+02,1.184e+04
35.0,1.586e+02,1.257e+04,5.547e+02,1.328e+04
36.5,1.572e+02,1.434e+04,7.101e+02,1.521e+04
38.0,1.602e+02,1.679e+04,9.263e+02,1.787e+04
39.5,1.394e+02,1.954e+04,1.090e+03,2.077e+04
41.0,1.153e+02,2.448e+04,1.257e+03,2.585e+04
42.5,1.370e+02,3.270e+04,1.550e+03,3.439e+04
44.1,6.015e+02,4.523e+04,1.734e+03,4.757e+04
45.6,2.841e+03,7.010e+04,1.575e+03,7.452e+04
47.1,7.606e+03,1.054e+05,1.825e+03,1.148e+05
48.6,1.280e+04,1.247e+05,2.675e+03,1.402e+05
50.1,1.680e+04,1.293e+05,2.646e+03,1.488e+05
51.7,2.405e+04,1.268e+05,2.255e+03,1.531e+05
53.2,4.118e+04,9.340e+04,3.403e+03,1.380e+05
54.7,7.279e+04,5.521e+04,3.504e+03,1.315e+05
56.2,8.562e+04,3.181e+04,2.413e+03,1.198e+05
57.7,7.014e+04,1.839e+04,1.401e+03,8.992e+04
59.3,5.224e+04,1.150e+04,9.584e+02,6.470e+04
60.8,4.472e+04,7.649e+03,5.796e+02,5.294e+04
62.3,5.050e+04,6.838e+03,3.765e+02,5.771e+04
