#time,accel_x,accel_y,accel_z
1326.479336,-9474.636058,-222.061783,995.924147
1326.479657,-9622.677246,-444.123565,1302.362347
1326.479978,-10288.862594,0.000000,1302.362347
1326.480298,-9696.697840,-592.164754,1072.533697
1326.480619,-9770.718434,-222.061783,1149.143247
1326.480939,-9622.677246,-592.164754,919.314598
1326.481260,-9474.636058,0.000000,1685.410096
1326.481581,-9696.697840,0.000000,919.314598
1326.481901,-9548.656652,-222.061783,612.876398
1326.482222,-9474.636058,-148.041188,842.705048
1326.482542,-9548.656652,-370.102971,995.924147
1326.482863,-9548.656652,592.164754,1608.800546
1326.483184,-9474.636058,-296.082377,1072.533697
1326.483504,-9548.656652,-296.082377,1302.362347
1326.483825,-9474.636058,-518.144159,1072.533697
1326.484145,-9622.677246,-444.123565,1072.533697
1326.484466,-9474.636058,0.000000,1072.533697
1326.484787,-9844.739029,0.000000,1149.143247
1326.485107,-9770.718434,-296.082377,1072.533697
1326.485428,-9770.718434,-296.082377,766.095498
1326.485748,-9696.697840,0.000000,1685.410096
1326.486069,-9918.759623,0.000000,919.314598
1326.486390,-9622.677246,-148.041188,1072.533697
1326.486710,-9548.656652,-296.082377,1072.533697
1326.487031,-9474.636058,-296.082377,1072.533697
1326.487351,-10288.862594,0.000000,995.924147
1326.487672,-9548.656652,-222.061783,1225.752797
1326.487993,-9770.718434,-444.123565,1225.752797
1326.488313,-9548.656652,-148.041188,1378.971896
1326.488634,-9770.718434,-222.061783,1532.190996
1326.488954,-9474.636058,0.000000,1608.800546
1326.489275,-9992.780217,-740.205942,1225.752797
1326.489596,-9252.574275,-592.164754,995.924147
1326.489916,-9696.697840,-962.267725,1149.143247
1326.490237,-9474.636058,-814.226536,1225.752797
1326.490557,-9178.553681,-1332.370696,612.876398
1326.490878,-9326.594869,-666.185348,689.485948
1326.491199,-9474.636058,-740.205942,919.314598
1326.491519,-9622.677246,-370.102971,1225.752797
1326.491840,-9252.574275,-592.164754,0.000000
1326.492160,-9474.636058,-740.205942,689.485948
1326.492481,-9548.656652,-370.102971,459.657299
1326.492802,-9622.677246,-222.061783,842.705048
1326.493122,-9696.697840,-444.123565,995.924147
1326.493443,-9326.594869,-888.247130,2374.896044
1326.493763,-9474.636058,-1480.411884,1455.581446
1326.494084,-9400.615463,-1406.391290,1378.971896
1326.494405,-9696.697840,-1628.453072,1915.238745
1326.494725,-9770.718434,-1332.370696,1225.752797
1326.495046,-9178.553681,-1332.370696,1685.410096
1326.495366,-9474.636058,-1480.411884,2068.457845
1326.495687,-9252.574275,-1332.370696,1991.848295
1326.496008,-9474.636058,-1406.391290,2068.457845
1326.496328,-9770.718434,-1924.535449,3370.820191
1326.496649,-9622.677246,-1480.411884,2681.334243
1326.496969,-9548.656652,-1480.411884,2451.505594
1326.497290,-9622.677246,-1628.453072,2911.162892
1326.497611,-9696.697840,-1850.514855,3600.648841
