#time,accel_x,accel_y,accel_z
997.266842,-9696.697840,-222.061783,766.095498
997.267163,-9548.656652,-222.061783,1225.752797
997.267484,-9474.636058,-592.164754,612.876398
997.267805,-9474.636058,-296.082377,1149.143247
997.268126,-9622.677246,-592.164754,842.705048
997.268447,-9474.636058,-592.164754,1072.533697
997.268768,-10140.821405,-1332.370696,-612.876398
997.269089,-9474.636058,-518.144159,919.314598
997.269410,-9622.677246,-74.020594,995.924147
997.269731,-9622.677246,-296.082377,1149.143247
997.270052,-9696.697840,-296.082377,995.924147
997.270373,-9844.739029,-148.041188,1302.362347
997.270694,-9548.656652,-296.082377,1225.752797
997.271015,-9548.656652,-444.123565,1149.143247
997.271336,-9474.636058,-296.082377,842.705048
997.271657,-9400.615463,-444.123565,919.314598
997.271978,-9622.677246,-592.164754,536.266849
997.272299,-9474.636058,-592.164754,459.657299
997.272620,-9548.656652,-666.185348,383.047749
997.272941,-9844.739029,-296.082377,1532.190996
997.273262,-9696.697840,-222.061783,919.314598
997.273583,-9696.697840,-296.082377,1225.752797
997.273903,-9770.718434,-740.205942,842.705048
997.274224,-9844.739029,-740.205942,2528.115143
997.274545,-9474.636058,-666.185348,1302.362347
997.274866,-9548.656652,-518.144159,1072.533697
997.275187,-9252.574275,-370.102971,1378.971896
997.275508,-9548.656652,-1036.288319,1072.533697
997.275829,-9252.574275,-1258.350101,1225.752797
997.276150,-9474.636058,-1924.535449,153.219100
997.276471,-9474.636058,-1406.391290,229.828649
997.276792,-9696.697840,-1036.288319,153.219100
997.277113,-9178.553681,-592.164754,2451.505594
997.277434,-9474.636058,-1036.288319,306.438199
997.277755,-9474.636058,-1036.288319,-153.219100
997.278076,-9474.636058,-1110.308913,-153.219100
997.278397,-9770.718434,-1110.308913,229.828649
997.278718,-9770.718434,-1036.288319,-153.219100
997.279039,-9474.636058,-1406.391290,-383.047749
997.279360,-9474.636058,-1480.411884,-459.657299
997.279681,-9474.636058,-2368.659014,-842.705048
997.280002,-9030.512492,-3108.864956,-1302.362347
997.280323,-9252.574275,-3182.885551,-995.924147
997.280644,-9326.594869,-3478.967927,-1685.410096
997.280965,-9252.574275,-3923.091493,-2221.676944
997.281286,-9104.533087,-3775.050304,-2298.286494
997.281607,-9474.636058,-3701.029710,-3064.381992
997.281928,-9474.636058,-3478.967927,-3447.429741
997.282249,-9474.636058,-3552.988522,-3600.648841
997.282570,-9548.656652,-3478.967927,-3524.039291
997.282891,-9844.739029,-3330.926739,-3830.477490
997.283212,-9770.718434,-3330.926739,-3907.087040
997.283533,-9844.739029,-3627.009116,-3370.820191
997.283854,-9844.739029,-3552.988522,-3217.601092
997.284175,-9844.739029,-3701.029710,-3370.820191
997.284496,-9696.697840,-4071.132681,-3064.381992
997.284817,-9696.697840,-3552.988522,-3294.210641
997.285138,-9400.615463,-3034.844362,-2298.286494
997.285459,-10510.924376,-3034.844362,-2374.896044
997.285780,-8956.491898,-3108.864956,-2528.115143
997.286101,-9844.739029,-3627.009116,-3064.381992
997.286422,-9474.636058,-3034.844362,-2834.553343
997.286743,-9474.636058,-2886.803174,-2528.115143
997.287064,-10066.800811,-2590.720797,-1915.238745
997.287385,-9844.739029,-3034.844362,-1608.800546
997.287706,-10140.821405,-3256.906145,-1455.581446
997.288027,-10436.903782,-3182.885551,-383.047749
997.288348,-9992.780217,-3034.844362,153.219100
997.288669,-10214.842000,-3034.844362,995.924147
997.288990,-10066.800811,-2664.741391,1455.581446
997.289311,-9548.656652,-2812.782580,1225.752797
997.289632,-9622.677246,-2294.638420,612.876398
997.289953,-9400.615463,-2960.823768,536.266849
997.290274,-8660.409521,-3034.844362,-306.438199
997.290595,-9178.553681,-2812.782580,-536.266849
997.290916,-8956.491898,-2516.700203,-1302.362347
997.291237,-8956.491898,-2220.617826,-842.705048
997.291558,-9696.697840,-2664.741391,-689.485948
997.291878,-10288.862594,-2812.782580,-536.266849
997.292199,-10584.944971,-3034.844362,-383.047749
997.292520,-10807.006753,-3182.885551,-306.438199
997.292841,-10066.800811,-2664.741391,-536.266849
997.293162,-9696.697840,-2368.659014,0.000000
997.293483,-9770.718434,-1776.494261,689.485948
997.293804,-8808.450710,-814.226536,995.924147
997.294125,-9474.636058,-1406.391290,1302.362347
997.294446,-9474.636058,-1184.329507,1378.971896
997.294767,-9030.512492,-814.226536,1072.533697
997.295088,-8882.471304,-592.164754,842.705048
997.295409,-8586.388927,-592.164754,-766.095498
997.295730,-7994.224174,-296.082377,-1762.019645
