#time,accel_x,accel_y,accel_z
783.168208,-9548.656652,-814.226536,-995.924147
783.168529,-10140.821405,-666.185348,842.705048
783.168850,-10510.924376,-1702.473667,1225.752797
783.169170,-9918.759623,-1998.556043,919.314598
783.169491,-9844.739029,-2368.659014,153.219100
783.169812,-9104.533087,-1258.350101,-306.438199
783.170133,-9474.636058,-370.102971,689.485948
783.170454,-9548.656652,370.102971,919.314598
783.170774,-9474.636058,888.247130,919.314598
783.171095,-10066.800811,592.164754,0.000000
783.171416,-9474.636058,666.185348,612.876398
783.171737,-10584.944971,148.041188,1072.533697
783.172057,-10362.883188,296.082377,1072.533697
783.172378,-10140.821405,148.041188,919.314598
783.172699,-9400.615463,74.020594,-1378.971896
783.173020,-9770.718434,-740.205942,76.609550
783.173341,-9548.656652,-888.247130,76.609550
783.173661,-9696.697840,-1258.350101,0.000000
783.173982,-9252.574275,-1776.494261,0.000000
783.174303,-9326.594869,-2146.597232,383.047749
783.174624,-9178.553681,-2368.659014,229.828649
783.174944,-9400.615463,-2516.700203,0.000000
783.175265,-9178.553681,-2738.761985,0.000000
783.175586,-9030.512492,-3108.864956,-306.438199
783.175907,-9178.553681,-2442.679609,-536.266849
783.176227,-9178.553681,-2738.761985,-383.047749
783.176548,-9030.512492,-2516.700203,-689.485948
783.176869,-8956.491898,-2960.823768,-1302.362347
783.177190,-9918.759623,-2220.617826,-1838.629195
783.177511,-9252.574275,-3108.864956,-2221.676944
783.177831,-9474.636058,-3330.926739,-2681.334243
783.178152,-9252.574275,-3478.967927,-2834.553343
783.178473,-9326.594869,-3775.050304,-3294.210641
783.178794,-9178.553681,-3701.029710,-4826.401637
783.179114,-9400.615463,-3627.009116,-4060.306139
783.179435,-9622.677246,-3552.988522,-3907.087040
783.179756,-9622.677246,-3404.947333,-4213.525239
783.180077,-9548.656652,-3775.050304,-4596.572988
783.180398,-9696.697840,-4071.132681,-3983.696590
783.180718,-9918.759623,-3849.070898,-3677.258390
783.181039,-9918.759623,-3108.864956,-2987.772442
783.181360,-9918.759623,-2442.679609,-2221.676944
783.181681,-10140.821405,-2442.679609,-1762.019645
783.182001,-9918.759623,-2146.597232,-1455.581446
783.182322,-10066.800811,-1924.535449,-1455.581446
783.182643,-10140.821405,-2072.576638,-306.438199
783.182964,-10066.800811,-2368.659014,76.609550
783.183284,-10140.821405,-3923.091493,612.876398
783.183605,-9622.677246,-2368.659014,689.485948
783.183926,-9918.759623,-2368.659014,1072.533697
783.184247,-9918.759623,-2146.597232,1455.581446
783.184568,-9622.677246,-2294.638420,1608.800546
783.184888,-9326.594869,-1850.514855,1378.971896
783.185209,-9992.780217,-1332.370696,1838.629195
783.185530,-9770.718434,-1184.329507,1685.410096
783.185851,-9992.780217,-1184.329507,1685.410096
783.186171,-10436.903782,-1702.473667,1608.800546
783.186492,-9770.718434,-2146.597232,2145.067394
783.186813,-9622.677246,-1776.494261,2757.943793
783.187134,-9622.677246,-1628.453072,2834.553343
783.187455,-9474.636058,-1184.329507,3294.210641
783.187775,-8364.327145,-1332.370696,4290.134789
783.188096,-9178.553681,-666.185348,3600.648841
783.188417,-9178.553681,-222.061783,3370.820191
783.188738,-9326.594869,0.000000,3294.210641
783.189058,-9178.553681,592.164754,2834.553343
783.189379,-8734.430116,592.164754,3600.648841
783.189700,-9104.533087,962.267725,2374.896044
783.190021,-9104.533087,1184.329507,2068.457845
783.190342,-9252.574275,1554.432478,2374.896044
783.190662,-9326.594869,1406.391290,3524.039291
783.190983,-9474.636058,1480.411884,2528.115143
783.191304,-9622.677246,1850.514855,2451.505594
783.191625,-10066.800811,1776.494261,3217.601092
783.191945,-10214.842000,1924.535449,3600.648841
783.192266,-10140.821405,1776.494261,4596.572988
783.192587,-9844.739029,2220.617826,3064.381992
783.192908,-9770.718434,2294.638420,2604.724693
783.193228,-9400.615463,1924.535449,1532.190996
783.193549,-9400.615463,1924.535449,76.609550
783.193870,-9474.636058,1332.370696,-536.266849
