#time,accel_x,accel_y,accel_z
1155.805215,-9474.636058,-3256.906145,3217.601092
1155.805536,-9030.512492,-4071.132681,3524.039291
1155.805858,-8882.471304,-4367.215058,2451.505594
1155.806179,-8512.368333,-4441.235652,1685.410096
1155.806500,-8142.265362,-3256.906145,689.485948
1155.806822,-9030.512492,-2146.597232,995.924147
1155.807143,-9104.533087,-888.247130,1225.752797
1155.807464,-9474.636058,0.000000,1302.362347
1155.807785,-10214.842000,888.247130,1149.143247
1155.808107,-10584.944971,592.164754,1685.410096
1155.808428,-10584.944971,666.185348,1762.019645
1155.808749,-10510.924376,0.000000,2298.286494
1155.809071,-9992.780217,-1036.288319,2298.286494
1155.809392,-9844.739029,-1480.411884,2221.676944
1155.809713,-9252.574275,-2516.700203,1838.629195
1155.810035,-8956.491898,-2886.803174,1225.752797
1155.810356,-9030.512492,-2442.679609,1378.971896
1155.810677,-9252.574275,-2146.597232,1762.019645
1155.810998,-8882.471304,-2072.576638,1685.410096
1155.811320,-9400.615463,-1998.556043,1532.190996
1155.811641,-9400.615463,-1776.494261,1532.190996
1155.811962,-9696.697840,-1480.411884,2145.067394
1155.812284,-9918.759623,-1332.370696,2145.067394
1155.812605,-9918.759623,-1110.308913,2451.505594
1155.812926,-9918.759623,-1332.370696,2451.505594
1155.813247,-9844.739029,-2368.659014,1838.629195
1155.813569,-9770.718434,-2368.659014,3064.381992
1155.813890,-9622.677246,-3256.906145,2987.772442
1155.814211,-9474.636058,-3775.050304,3677.258390
1155.814533,-9474.636058,-3701.029710,4979.620737
1155.814854,-9030.512492,-4589.276840,4443.353888
1155.815175,-8734.430116,-4367.215058,4519.963438
1155.815497,-8882.471304,-4293.194464,4673.182538
1155.815818,-8734.430116,-3849.070898,4596.572988
1155.816139,-8882.471304,-3330.926739,4519.963438
1155.816460,-9178.553681,-2664.741391,4903.011187
1155.816782,-9474.636058,-2368.659014,4596.572988
1155.817103,-9252.574275,-2294.638420,4596.572988
1155.817424,-9548.656652,-2516.700203,4519.963438
1155.817746,-9548.656652,-2368.659014,5056.230287
1155.818067,-10214.842000,-2516.700203,5209.449386
1155.818388,-9696.697840,-2960.823768,5056.230287
1155.818709,-10066.800811,-3108.864956,4673.182538
1155.819031,-9326.594869,-2812.782580,4290.134789
1155.819352,-9474.636058,-3330.926739,4136.915689
1155.819673,-9252.574275,-3182.885551,3677.258390
1155.819995,-8882.471304,-3478.967927,2298.286494
1155.820316,-9474.636058,-3034.844362,1838.629195
1155.820637,-9104.533087,-2516.700203,766.095498
1155.820959,-9622.677246,-1702.473667,229.828649
1155.821280,-10214.842000,-370.102971,76.609550
1155.821601,-10288.862594,148.041188,-536.266849
1155.821922,-10732.986159,1036.288319,-229.828649
1155.822244,-10658.965565,1332.370696,-383.047749
1155.822565,-10955.047942,1184.329507,-536.266849
1155.822886,-11399.171507,962.267725,1532.190996
1155.823208,-10436.903782,0.000000,383.047749
1155.823529,-9992.780217,-1184.329507,459.657299
1155.823850,-10066.800811,-1628.453072,383.047749
1155.824171,-9622.677246,-2072.576638,919.314598
1155.824493,-9104.533087,-2368.659014,919.314598
1155.824813,-9104.533087,-2442.679609,536.266849
1155.825134,-8660.409521,-1998.556043,0.000000
1155.825454,-8438.347739,-1480.411884,-689.485948
1155.825775,-8660.409521,222.061783,-689.485948
1155.826096,-8956.491898,444.123565,-1072.533697
1155.826416,-9178.553681,1776.494261,-995.924147
1155.826737,-9918.759623,2368.659014,-689.485948
1155.827057,-9918.759623,2664.741391,766.095498
1155.827378,-10436.903782,2072.576638,0.000000
1155.827699,-10066.800811,1628.453072,229.828649
1155.828019,-9992.780217,1332.370696,766.095498
1155.828340,-9474.636058,0.000000,995.924147
1155.828660,-9104.533087,-740.205942,919.314598
1155.828981,-8956.491898,-1406.391290,1072.533697
1155.829301,-9030.512492,-1480.411884,536.266849
1155.829622,-8808.450710,-814.226536,459.657299
1155.829943,-9104.533087,444.123565,76.609550
1155.830263,-9548.656652,1480.411884,536.266849
1155.830584,-9400.615463,2294.638420,612.876398
1155.830904,-9992.780217,2516.700203,536.266849
1155.831225,-10066.800811,2812.782580,536.266849
1155.831545,-10807.006753,2960.823768,1685.410096
1155.831866,-10584.944971,2812.782580,1608.800546
1155.832187,-10807.006753,1998.556043,2298.286494
1155.832507,-10140.821405,962.267725,2604.724693
1155.832828,-10066.800811,0.000000,3524.039291
1155.833148,-9622.677246,-1332.370696,3753.867940
1155.833469,-9548.656652,-2368.659014,4519.963438
1155.833790,-8956.491898,-2886.803174,4060.306139
1155.834110,-9104.533087,-3108.864956,3830.477490
1155.834431,-8660.409521,-2516.700203,3447.429741
1155.834751,-8882.471304,-1628.453072,2528.115143
1155.835072,-9030.512492,-222.061783,2298.286494
1155.835392,-9474.636058,666.185348,1915.238745
1155.835713,-9474.636058,1480.411884,1378.971896
1155.836034,-9992.780217,1776.494261,766.095498
1155.836354,-10214.842000,1776.494261,1302.362347
1155.836675,-10436.903782,888.247130,1455.581446
1155.836995,-10066.800811,222.061783,1532.190996
1155.837316,-10066.800811,-592.164754,1532.190996
1155.837636,-9770.718434,-1924.535449,1532.190996
1155.837957,-9474.636058,-2220.617826,1302.362347
1155.838278,-9252.574275,-2664.741391,919.314598
1155.838598,-7698.141797,-3256.906145,459.657299
1155.838919,-8438.347739,-2516.700203,-536.266849
1155.839239,-8660.409521,-1406.391290,-1302.362347
1155.839560,-8734.430116,-592.164754,-1455.581446
1155.839881,-8882.471304,222.061783,-1838.629195
1155.840201,-9622.677246,1110.308913,-1532.190996
1155.840522,-10214.842000,1628.453072,-766.095498
1155.840842,-10436.903782,1628.453072,0.000000
1155.841163,-10881.027347,962.267725,306.438199
1155.841483,-10510.924376,-148.041188,919.314598
1155.841804,-10436.903782,-1036.288319,1532.190996
1155.842125,-9844.739029,-2146.597232,2068.457845
1155.842445,-9474.636058,-3182.885551,2145.067394
1155.842766,-8808.450710,-3849.070898,1532.190996
1155.843086,-8808.450710,-3849.070898,1685.410096
1155.843407,-8734.430116,-3330.926739,1302.362347
1155.843727,-8290.306550,-2664.741391,1455.581446
1155.844048,-8586.388927,-1998.556043,459.657299
1155.844369,-9104.533087,-370.102971,612.876398
1155.844689,-9400.615463,296.082377,689.485948
1155.845010,-10066.800811,1110.308913,536.266849
1155.845330,-10436.903782,1332.370696,689.485948
1155.845651,-10658.965565,1628.453072,842.705048
1155.845972,-10881.027347,1628.453072,1455.581446
1155.846292,-10807.006753,1332.370696,1685.410096
1155.846613,-10362.883188,444.123565,1762.019645
1155.846933,-9992.780217,-666.185348,1608.800546
1155.847254,-9474.636058,-1406.391290,1378.971896
1155.847574,-9252.574275,-1998.556043,1225.752797
1155.847895,-8882.471304,-1554.432478,612.876398
1155.848216,-9992.780217,0.000000,-1225.752797
1155.848536,-8808.450710,222.061783,153.219100
1155.848857,-9178.553681,888.247130,153.219100
1155.849177,-9474.636058,1850.514855,536.266849
1155.849498,-9844.739029,1776.494261,766.095498
1155.849818,-10288.862594,1998.556043,1838.629195
1155.850139,-10732.986159,1776.494261,2068.457845
1155.850460,-10436.903782,1184.329507,1991.848295
1155.850780,-10140.821405,296.082377,2451.505594
1155.851101,-9326.594869,-592.164754,3140.991542
1155.851421,-9474.636058,-1480.411884,2681.334243
1155.851742,-9252.574275,-1776.494261,2451.505594
1155.852063,-8956.491898,-2146.597232,1838.629195
1155.852383,-8734.430116,-1406.391290,2528.115143
1155.852704,-8734.430116,-1110.308913,1455.581446
1155.853024,-8438.347739,-814.226536,689.485948
1155.853345,-9030.512492,0.000000,536.266849
1155.853665,-9474.636058,518.144159,459.657299
1155.853986,-9696.697840,1184.329507,919.314598
1155.854307,-10140.821405,1110.308913,1149.143247
1155.854627,-9992.780217,1110.308913,919.314598
1155.854948,-9992.780217,888.247130,689.485948
1155.855268,-10066.800811,814.226536,612.876398
1155.855589,-9992.780217,74.020594,766.095498
1155.855909,-9548.656652,-296.082377,153.219100
1155.856230,-9474.636058,-740.205942,0.000000
