#time,accel_x,accel_y,accel_z
1264.397525,-9844.739029,-1184.329507,2681.334243
1264.397846,-9622.677246,-1776.494261,2451.505594
1264.398167,-8734.430116,-2516.700203,2604.724693
1264.398488,-9252.574275,-2442.679609,1378.971896
1264.398810,-9030.512492,-1924.535449,766.095498
1264.399131,-9252.574275,-1554.432478,919.314598
1264.399452,-9474.636058,-888.247130,1455.581446
1264.399773,-9474.636058,-1554.432478,766.095498
1264.400094,-9622.677246,-1110.308913,919.314598
1264.400415,-9992.780217,-814.226536,612.876398
1264.400736,-9992.780217,-518.144159,842.705048
1264.401057,-9844.739029,74.020594,612.876398
1264.401378,-9918.759623,-666.185348,919.314598
1264.401699,-9548.656652,-592.164754,459.657299
1264.402020,-9696.697840,-962.267725,229.828649
1264.402341,-8956.491898,-1554.432478,1302.362347
1264.402662,-9622.677246,-1258.350101,995.924147
1264.402983,-9548.656652,-1628.453072,919.314598
1264.403304,-9474.636058,-1850.514855,1149.143247
1264.403625,-9474.636058,-1702.473667,1532.190996
1264.403946,-9548.656652,-1776.494261,1685.410096
1264.404267,-9474.636058,-1554.432478,2068.457845
1264.404588,-9696.697840,-888.247130,2298.286494
1264.404909,-9622.677246,-592.164754,2451.505594
1264.405230,-9770.718434,0.000000,2604.724693
1264.405551,-9474.636058,-296.082377,3140.991542
1264.405872,-9548.656652,-148.041188,3600.648841
1264.406193,-9474.636058,-518.144159,4060.306139
1264.406514,-9622.677246,74.020594,4290.134789
1264.406835,-9548.656652,-1480.411884,4903.011187
1264.407156,-9400.615463,-2220.617826,5669.106685
1264.407477,-9474.636058,-2220.617826,6281.983084
1264.407798,-9474.636058,-2442.679609,7048.078582
1264.408119,-9178.553681,-2368.659014,7048.078582
1264.408440,-9400.615463,-2516.700203,7354.516781
1264.408761,-9178.553681,-2886.803174,7201.297681
1264.409082,-9474.636058,-3256.906145,7660.954980
1264.409403,-8882.471304,-4071.132681,7967.393179
1264.409725,-9326.594869,-5033.400406,6741.640382
1264.410046,-8882.471304,-5181.441594,6818.249932
1264.410367,-8956.491898,-5551.544565,6358.592633
1264.410688,-9474.636058,-4737.318029,5515.887586
1264.411009,-9696.697840,-4441.235652,6128.763984
1264.411330,-9474.636058,-4293.194464,5362.668486
1264.411651,-9474.636058,-4441.235652,5056.230287
1264.411972,-9548.656652,-5033.400406,4903.011187
1264.412293,-9474.636058,-5773.606348,4826.401637
1264.412614,-9622.677246,-6661.853478,4596.572988
1264.412935,-9548.656652,-6883.915261,4519.963438
1264.413256,-9400.615463,-7328.038826,3983.696590
1264.413577,-9030.512492,-7550.100608,3753.867940
1264.413898,-9104.533087,-6735.874072,1915.238745
1264.414219,-8660.409521,-5921.647536,766.095498
1264.414540,-8734.430116,-4293.194464,0.000000
1264.414861,-8512.368333,-2664.741391,-383.047749
1264.415182,-9622.677246,-1924.535449,0.000000
1264.415503,-9992.780217,-1850.514855,229.828649
1264.415824,-10066.800811,-2146.597232,766.095498
1264.416145,-10658.965565,-3108.864956,1991.848295
1264.416466,-10658.965565,-4811.338623,2451.505594
1264.416787,-10214.842000,-6439.791695,2145.067394
1264.417108,-9474.636058,-6883.915261,1838.629195
1264.417429,-9178.553681,-6513.812290,1685.410096
1264.417750,-8956.491898,-6439.791695,1608.800546
1264.418071,-8734.430116,-5551.544565,2068.457845
1264.418392,-8956.491898,-4959.379811,1455.581446
1264.418713,-8956.491898,-4219.173869,612.876398
1264.419034,-9030.512492,-2886.803174,0.000000
1264.419355,-9400.615463,-2220.617826,-153.219100
1264.419676,-9622.677246,-592.164754,-766.095498
1264.419997,-9918.759623,888.247130,-229.828649
1264.420318,-9844.739029,1850.514855,-383.047749
1264.420639,-10066.800811,1702.473667,995.924147
1264.420960,-10955.047942,740.205942,2221.676944
1264.421281,-10436.903782,-222.061783,3907.087040
1264.421602,-11399.171507,-2294.638420,5209.449386
1264.421923,-9992.780217,-4071.132681,6511.811733
1264.422244,-9474.636058,-5773.606348,6818.249932
1264.422565,-9474.636058,-7105.977043,7737.564530
1264.422886,-8364.327145,-7476.080014,7124.688131
1264.423207,-7550.100608,-7105.977043,6894.859482
1264.423528,-7550.100608,-2664.741391,4366.744339
1264.423849,-8142.265362,962.267725,3753.867940
1264.424170,-9252.574275,3997.112087,4673.182538
1264.424491,-9622.677246,4367.215058,4673.182538
1264.424812,-10214.842000,2960.823768,4136.915689
1264.425133,-10732.986159,1628.453072,3677.258390
1264.425454,-11029.068536,1036.288319,4443.353888
1264.425775,-11103.089130,888.247130,5515.887586
1264.426096,-10066.800811,666.185348,6894.859482
1264.426417,-9696.697840,-222.061783,6588.421283
1264.426738,-8808.450710,-2368.659014,5439.278036
