#time,accel_x,accel_y,accel_z
1198.264038,-9622.677246,-2664.741391,2528.115143
1198.264359,-9474.636058,-3256.906145,2451.505594
1198.264680,-9178.553681,-3552.988522,2221.676944
1198.265001,-8956.491898,-3182.885551,1608.800546
1198.265322,-9030.512492,-3108.864956,1685.410096
1198.265643,-8956.491898,-2368.659014,1225.752797
1198.265964,-9030.512492,-1184.329507,689.485948
1198.266285,-9548.656652,-370.102971,995.924147
1198.266606,-9770.718434,370.102971,1149.143247
1198.266927,-10066.800811,666.185348,1149.143247
1198.267248,-9992.780217,814.226536,1685.410096
1198.267569,-9992.780217,444.123565,1455.581446
1198.267890,-10066.800811,-444.123565,1991.848295
1198.268211,-9622.677246,-1406.391290,1608.800546
1198.268532,-9326.594869,-1628.453072,1685.410096
1198.268853,-9252.574275,-2812.782580,1302.362347
1198.269174,-9030.512492,-2738.761985,2068.457845
1198.269495,-9030.512492,-3108.864956,2068.457845
1198.269816,-9030.512492,-2812.782580,2145.067394
1198.270137,-9326.594869,-2368.659014,2145.067394
1198.270458,-9326.594869,-2072.576638,2528.115143
1198.270779,-9696.697840,-1924.535449,2681.334243
1198.271100,-9548.656652,-2072.576638,2604.724693
1198.271421,-9844.739029,-1628.453072,2604.724693
1198.271742,-9326.594869,-2294.638420,2834.553343
1198.272063,-9770.718434,-2220.617826,2911.162892
1198.272384,-9548.656652,-2368.659014,3370.820191
1198.272705,-9474.636058,-2664.741391,3524.039291
1198.273026,-9548.656652,-2812.782580,4443.353888
1198.273347,-9400.615463,-3182.885551,4903.011187
1198.273668,-9252.574275,-4145.153275,5515.887586
1198.273989,-9178.553681,-4515.256246,6128.763984
1198.274310,-9326.594869,-5181.441594,6358.592633
1198.274631,-8882.471304,-5847.626942,7507.735880
1198.274952,-9030.512492,-4959.379811,6665.030833
1198.275273,-8734.430116,-5107.421000,6818.249932
1198.275594,-8956.491898,-4589.276840,6435.202183
1198.275915,-9030.512492,-4071.132681,6281.983084
1198.276236,-9326.594869,-3849.070898,6281.983084
1198.276557,-9326.594869,-3701.029710,6052.154434
1198.276878,-9326.594869,-3997.112087,5592.497135
1198.277199,-9400.615463,-3997.112087,4826.401637
1198.277520,-9696.697840,-3478.967927,4213.525239
1198.277841,-9622.677246,-3330.926739,3524.039291
1198.278162,-9548.656652,-2960.823768,3294.210641
1198.278483,-9770.718434,-2516.700203,2757.943793
1198.278804,-9992.780217,-2516.700203,2528.115143
1198.279125,-9992.780217,-2442.679609,2528.115143
1198.279446,-9992.780217,-2368.659014,2374.896044
1198.279767,-10140.821405,-2812.782580,2451.505594
1198.280088,-10066.800811,-3330.926739,3294.210641
1198.280409,-9918.759623,-3923.091493,3140.991542
1198.280730,-9844.739029,-4441.235652,3217.601092
1198.281051,-9622.677246,-4885.359217,2911.162892
1198.281372,-9178.553681,-5699.585753,2374.896044
1198.281693,-9104.533087,-5181.441594,1455.581446
1198.282014,-9252.574275,-3849.070898,1072.533697
1198.282335,-9474.636058,-2590.720797,1455.581446
1198.282656,-9548.656652,-1628.453072,612.876398
1198.282977,-9622.677246,-888.247130,1302.362347
1198.283298,-9844.739029,-1036.288319,76.609550
1198.283619,-9992.780217,-1184.329507,-306.438199
1198.283940,-10066.800811,-888.247130,-536.266849
1198.284261,-9622.677246,-370.102971,0.000000
1198.284582,-9844.739029,0.000000,-919.314598
1198.284903,-9474.636058,1110.308913,-229.828649
1198.285224,-9918.759623,1110.308913,-153.219100
1198.285545,-9622.677246,1702.473667,229.828649
1198.285866,-9622.677246,592.164754,1072.533697
1198.286187,-9474.636058,0.000000,2145.067394
1198.286508,-9992.780217,-1406.391290,2528.115143
1198.286829,-9474.636058,-2442.679609,2451.505594
1198.287150,-9252.574275,-2960.823768,2298.286494
1198.287470,-8808.450710,-2072.576638,1838.629195
1198.287791,-9030.512492,-740.205942,2068.457845
1198.288112,-9104.533087,592.164754,1915.238745
1198.288433,-9400.615463,1850.514855,1762.019645
1198.288753,-9622.677246,2516.700203,995.924147
1198.289074,-9992.780217,2886.803174,612.876398
1198.289395,-10214.842000,3108.864956,919.314598
1198.289715,-10140.821405,3108.864956,919.314598
1198.290036,-10436.903782,2960.823768,1455.581446
1198.290357,-10140.821405,2516.700203,995.924147
1198.290677,-9770.718434,2368.659014,919.314598
1198.290998,-10066.800811,2072.576638,1838.629195
