#time,accel_x,accel_y,accel_z
1163.415273,-9474.636058,-3552.988522,3524.039291
1163.415594,-9474.636058,-3108.864956,3524.039291
1163.415916,-9400.615463,-2516.700203,2145.067394
1163.416237,-8956.491898,-1184.329507,1225.752797
1163.416558,-9770.718434,0.000000,306.438199
1163.416879,-9622.677246,1258.350101,229.828649
1163.417200,-9770.718434,1628.453072,459.657299
1163.417521,-10881.027347,1628.453072,306.438199
1163.417842,-10510.924376,814.226536,612.876398
1163.418164,-10732.986159,-444.123565,995.924147
1163.418485,-10362.883188,-888.247130,1302.362347
1163.418806,-9918.759623,-1850.514855,1225.752797
1163.419127,-9548.656652,-1184.329507,1762.019645
1163.419448,-8882.471304,-1702.473667,1762.019645
1163.419769,-8438.347739,-2220.617826,1072.533697
1163.420090,-8586.388927,-2368.659014,1302.362347
1163.420411,-8808.450710,-1702.473667,1149.143247
1163.420733,-9178.553681,-1776.494261,1915.238745
1163.421054,-9178.553681,-1184.329507,1838.629195
1163.421375,-9178.553681,-1184.329507,2451.505594
1163.421696,-9548.656652,-814.226536,2451.505594
1163.422017,-9992.780217,-1184.329507,3217.601092
1163.422338,-9844.739029,-1258.350101,3370.820191
1163.422659,-9770.718434,-1702.473667,3524.039291
1163.422980,-9548.656652,-2368.659014,4519.963438
1163.423302,-9474.636058,-2516.700203,3983.696590
1163.423623,-9030.512492,-3330.926739,4290.134789
1163.423944,-9030.512492,-3997.112087,4366.744339
1163.424265,-9178.553681,-4737.318029,4749.792088
1163.424586,-8882.471304,-4737.318029,4979.620737
1163.424907,-9178.553681,-4737.318029,5132.839837
1163.425228,-9030.512492,-4367.215058,4903.011187
1163.425550,-9252.574275,-3997.112087,4979.620737
1163.425871,-9622.677246,-3256.906145,4903.011187
1163.426192,-9548.656652,-2442.679609,4749.792088
1163.426513,-9992.780217,-2368.659014,4519.963438
1163.426834,-9844.739029,-2146.597232,4213.525239
1163.427155,-10510.924376,-2146.597232,4136.915689
1163.427476,-10140.821405,-2072.576638,3753.867940
1163.427797,-10066.800811,-2220.617826,3677.258390
1163.428119,-10140.821405,-2368.659014,3753.867940
1163.428440,-9918.759623,-2738.761985,3600.648841
1163.428761,-9844.739029,-2812.782580,3294.210641
1163.429082,-9770.718434,-2812.782580,3830.477490
1163.429403,-9474.636058,-3330.926739,3830.477490
1163.429724,-9252.574275,-3478.967927,3524.039291
1163.430045,-9252.574275,-3256.906145,3677.258390
1163.430366,-9326.594869,-3034.844362,3447.429741
1163.430688,-9400.615463,-2886.803174,3600.648841
1163.431009,-9474.636058,-2960.823768,3217.601092
1163.431330,-9400.615463,-2590.720797,1915.238745
1163.431651,-9400.615463,-2664.741391,1762.019645
1163.431972,-9474.636058,-2516.700203,1532.190996
1163.432293,-9474.636058,-2368.659014,842.705048
1163.432614,-9622.677246,-1480.411884,383.047749
1163.432936,-9844.739029,-962.267725,76.609550
1163.433257,-9474.636058,-740.205942,0.000000
1163.433578,-9622.677246,-888.247130,76.609550
1163.433899,-9474.636058,-888.247130,-306.438199
1163.434220,-9770.718434,-592.164754,306.438199
1163.434541,-9844.739029,-1110.308913,-459.657299
1163.434862,-9030.512492,-1480.411884,-612.876398
1163.435183,-9252.574275,-1332.370696,-1302.362347
1163.435505,-9474.636058,0.000000,-1762.019645
1163.435826,-8882.471304,-370.102971,-2298.286494
1163.436147,-9548.656652,518.144159,-2068.457845
1163.436468,-9400.615463,1998.556043,-2451.505594
1163.436789,-10214.842000,2220.617826,-1915.238745
1163.437110,-10066.800811,2886.803174,-995.924147
1163.437431,-10436.903782,2738.761985,-1302.362347
1163.437752,-10584.944971,2886.803174,-306.438199
1163.438074,-10658.965565,2294.638420,612.876398
1163.438394,-9992.780217,1480.411884,1072.533697
1163.438714,-10140.821405,370.102971,1455.581446
1163.439035,-9326.594869,-222.061783,1838.629195
1163.439355,-9252.574275,-1406.391290,1915.238745
1163.439675,-8290.306550,-2146.597232,2068.457845
1163.439996,-9104.533087,-1184.329507,1762.019645
1163.440316,-8808.450710,-148.041188,1915.238745
1163.440636,-9252.574275,888.247130,1685.410096
1163.440957,-9548.656652,1628.453072,1991.848295
1163.441277,-10066.800811,2072.576638,2298.286494
1163.441597,-10288.862594,2812.782580,2451.505594
1163.441918,-11029.068536,2294.638420,3064.381992
1163.442238,-10510.924376,2072.576638,2757.943793
1163.442558,-10066.800811,592.164754,2604.724693
1163.442879,-9918.759623,444.123565,2681.334243
1163.443199,-9548.656652,-74.020594,2145.067394
1163.443520,-9178.553681,-666.185348,1991.848295
1163.443840,-9030.512492,-592.164754,1838.629195
1163.444160,-8734.430116,-296.082377,995.924147
1163.444481,-8882.471304,0.000000,1149.143247
1163.444801,-8882.471304,592.164754,1072.533697
1163.445121,-9400.615463,888.247130,766.095498
1163.445442,-9252.574275,1110.308913,1302.362347
1163.445762,-9548.656652,1184.329507,1532.190996
1163.446082,-10066.800811,666.185348,2221.676944
1163.446403,-10066.800811,370.102971,2451.505594
1163.446723,-9770.718434,-666.185348,1608.800546
1163.447043,-9548.656652,-1406.391290,2451.505594
1163.447364,-9474.636058,-1924.535449,2298.286494
1163.447684,-9030.512492,-2664.741391,2068.457845
1163.448004,-9178.553681,-2442.679609,1608.800546
1163.448325,-8734.430116,-2294.638420,1302.362347
1163.448645,-9104.533087,-2442.679609,1225.752797
1163.448965,-9178.553681,-1924.535449,536.266849
1163.449286,-9178.553681,-1702.473667,229.828649
1163.449606,-9474.636058,-666.185348,0.000000
1163.449926,-9844.739029,-1110.308913,153.219100
1163.450247,-9992.780217,-666.185348,153.219100
1163.450567,-10362.883188,-962.267725,153.219100
1163.450888,-10214.842000,-1628.453072,-995.924147
1163.451208,-10288.862594,-888.247130,-689.485948
1163.451528,-9844.739029,-666.185348,-995.924147
1163.451849,-9918.759623,-814.226536,-995.924147
1163.452169,-9696.697840,-666.185348,-1302.362347
1163.452489,-9622.677246,-666.185348,-1149.143247
1163.452810,-9548.656652,-592.164754,-766.095498
1163.453130,-9770.718434,-740.205942,-536.266849
1163.453450,-9844.739029,-592.164754,0.000000
1163.453771,-9548.656652,-1110.308913,612.876398
1163.454091,-9992.780217,-814.226536,1072.533697
1163.454411,-9770.718434,-1184.329507,1378.971896
1163.454732,-9474.636058,-1628.453072,1838.629195
1163.455052,-9918.759623,-1628.453072,3140.991542
1163.455372,-9474.636058,-1628.453072,2068.457845
1163.455693,-9178.553681,-1258.350101,1685.410096
1163.456013,-8956.491898,-814.226536,1608.800546
1163.456333,-9252.574275,-444.123565,1532.190996
1163.456654,-9252.574275,0.000000,1072.533697
1163.456974,-9770.718434,222.061783,1685.410096
1163.457295,-9770.718434,370.102971,1991.848295
1163.457615,-10066.800811,0.000000,2604.724693
1163.457935,-9770.718434,-370.102971,2451.505594
1163.458256,-10066.800811,-740.205942,2987.772442
1163.458576,-9918.759623,-814.226536,2451.505594
1163.458896,-9474.636058,-962.267725,2451.505594
1163.459217,-8956.491898,-1036.288319,0.000000
1163.459537,-9030.512492,-518.144159,459.657299
1163.459857,-9104.533087,444.123565,153.219100
1163.460178,-8956.491898,1554.432478,0.000000
1163.460498,-9326.594869,2368.659014,0.000000
1163.460818,-9696.697840,2516.700203,0.000000
1163.461139,-9844.739029,2886.803174,689.485948
1163.461459,-10066.800811,2368.659014,995.924147
1163.461779,-10436.903782,2146.597232,1685.410096
1163.462100,-9918.759623,1110.308913,2298.286494
1163.462420,-10066.800811,370.102971,2298.286494
1163.462740,-9622.677246,-370.102971,2451.505594
1163.463061,-9326.594869,-1036.288319,2221.676944
1163.463381,-8586.388927,-1628.453072,2145.067394
1163.463701,-8882.471304,-1628.453072,1608.800546
1163.464022,-8808.450710,-1110.308913,1225.752797
1163.464342,-9030.512492,-740.205942,1302.362347
1163.464663,-9326.594869,-222.061783,842.705048
1163.464983,-9548.656652,444.123565,383.047749
1163.465303,-9844.739029,962.267725,536.266849
1163.465624,-10288.862594,1258.350101,689.485948
1163.465944,-10288.862594,1184.329507,536.266849
1163.466264,-9918.759623,1110.308913,689.485948
1163.466585,-10140.821405,370.102971,306.438199
1163.466905,-10214.842000,0.000000,0.000000
1163.467225,-9770.718434,-592.164754,-383.047749
1163.467546,-9030.512492,-740.205942,612.876398
1163.467866,-9474.636058,-888.247130,-383.047749
1163.468186,-9326.594869,-592.164754,-153.219100
1163.468507,-9400.615463,-518.144159,0.000000
1163.468827,-9474.636058,-370.102971,0.000000
1163.469147,-9770.718434,-148.041188,459.657299
1163.469468,-9622.677246,-222.061783,536.266849
1163.469788,-9696.697840,-518.144159,919.314598
1163.470108,-9696.697840,-518.144159,1302.362347
1163.470429,-9622.677246,-962.267725,2221.676944
1163.470749,-9696.697840,-1110.308913,1608.800546
1163.471069,-9474.636058,-1628.453072,1685.410096
1163.471390,-9326.594869,-1480.411884,1072.533697
1163.471710,-8882.471304,-1332.370696,2911.162892
1163.472031,-9474.636058,-814.226536,1302.362347
1163.472351,-9252.574275,-666.185348,1072.533697
1163.472671,-9400.615463,-444.123565,1455.581446
1163.472992,-9696.697840,-740.205942,1302.362347
1163.473312,-9696.697840,-592.164754,1455.581446
1163.473632,-9696.697840,-962.267725,1991.848295
1163.473953,-9918.759623,-1184.329507,2068.457845
1163.474273,-9548.656652,-1332.370696,2068.457845
1163.474593,-9770.718434,-1554.432478,2374.896044
1163.474914,-9548.656652,-1850.514855,1838.629195
1163.475234,-9548.656652,-1184.329507,1072.533697
1163.475554,-9474.636058,-296.082377,919.314598
1163.475875,-9696.697840,0.000000,919.314598
1163.476195,-9548.656652,592.164754,536.266849
1163.476515,-9992.780217,1036.288319,153.219100
1163.476836,-10066.800811,888.247130,536.266849
1163.477156,-10214.842000,444.123565,842.705048
1163.477476,-10214.842000,-370.102971,1378.971896
1163.477797,-9844.739029,-814.226536,1762.019645
1163.478117,-9474.636058,-1554.432478,1762.019645
1163.478437,-9252.574275,-2146.597232,2145.067394
1163.478758,-9030.512492,-2590.720797,2145.067394
1163.479078,-8956.491898,-2886.803174,2145.067394
1163.479399,-8808.450710,-2368.659014,1991.848295
1163.479719,-9030.512492,-1702.473667,1762.019645
1163.480039,-8438.347739,-148.041188,2987.772442
1163.480360,-9326.594869,-222.061783,1302.362347
1163.480680,-9474.636058,222.061783,459.657299
1163.481000,-9548.656652,370.102971,306.438199
1163.481321,-9770.718434,962.267725,153.219100
1163.481641,-10066.800811,1036.288319,229.828649
1163.481961,-10066.800811,962.267725,153.219100
1163.482282,-9992.780217,444.123565,0.000000
1163.482602,-9844.739029,148.041188,76.609550
1163.482922,-10066.800811,0.000000,459.657299
1163.483243,-9918.759623,0.000000,612.876398
1163.483563,-9696.697840,-148.041188,766.095498
1163.483883,-9622.677246,0.000000,536.266849
1163.484204,-9918.759623,518.144159,766.095498
1163.484524,-9844.739029,444.123565,689.485948
1163.484844,-9992.780217,444.123565,995.924147
1163.485165,-9844.739029,518.144159,612.876398
1163.485485,-9918.759623,296.082377,1378.971896
1163.485805,-9770.718434,0.000000,1915.238745
1163.486126,-9918.759623,-592.164754,1991.848295
1163.486446,-9918.759623,-888.247130,2145.067394
1163.486767,-9844.739029,-1332.370696,2145.067394
1163.487087,-9252.574275,-1850.514855,2528.115143
1163.487407,-9474.636058,-1110.308913,1838.629195
1163.487728,-9326.594869,-666.185348,1762.019645
1163.488048,-9474.636058,-148.041188,1378.971896
1163.488368,-9252.574275,-296.082377,1838.629195
1163.488689,-9548.656652,0.000000,1378.971896
1163.489009,-9770.718434,0.000000,1532.190996
1163.489329,-9622.677246,-296.082377,1302.362347
1163.489650,-9696.697840,-666.185348,1685.410096
1163.489970,-9474.636058,-962.267725,1378.971896
1163.490290,-9770.718434,-592.164754,1149.143247
1163.490611,-9326.594869,-814.226536,306.438199
1163.490931,-9400.615463,-296.082377,-229.828649
1163.491251,-9104.533087,518.144159,153.219100
1163.491572,-9622.677246,962.267725,-459.657299
1163.491892,-9622.677246,1184.329507,-459.657299
1163.492212,-9844.739029,1702.473667,-306.438199
1163.492533,-9178.553681,1998.556043,919.314598
1163.492853,-10066.800811,888.247130,306.438199
1163.493173,-9844.739029,296.082377,919.314598
1163.493494,-9770.718434,-296.082377,1455.581446
1163.493814,-9770.718434,-1406.391290,1685.410096
1163.494135,-9474.636058,-1776.494261,1838.629195
1163.494455,-9326.594869,-2442.679609,2068.457845
1163.494775,-8882.471304,-2368.659014,1455.581446
1163.495096,-9104.533087,-2220.617826,1685.410096
1163.495416,-9474.636058,-1110.308913,1455.581446
1163.495736,-9030.512492,-962.267725,1072.533697
1163.496057,-9474.636058,-370.102971,766.095498
1163.496377,-9474.636058,0.000000,689.485948
1163.496697,-9474.636058,962.267725,689.485948
1163.497018,-10066.800811,814.226536,919.314598
1163.497338,-10066.800811,814.226536,766.095498
1163.497658,-10214.842000,74.020594,766.095498
1163.497979,-10066.800811,-444.123565,919.314598
1163.498299,-9844.739029,-814.226536,842.705048
1163.498619,-9770.718434,-1110.308913,842.705048
1163.498940,-9696.697840,-1184.329507,536.266849
1163.499260,-9400.615463,-1036.288319,766.095498
1163.499580,-9178.553681,-740.205942,995.924147
1163.499901,-9400.615463,0.000000,842.705048
1163.500221,-9252.574275,296.082377,995.924147
1163.500541,-9474.636058,666.185348,1532.190996
1163.500862,-9548.656652,0.000000,0.000000
1163.501182,-9770.718434,74.020594,1915.238745
1163.501503,-10066.800811,-296.082377,2298.286494
